Type,Algorithm,Similarity,Algorithm_Variant,Hypervolume,Points_in_Frontier,Total_Points,Threshold
User,UserKNN,jaccard,UserKNN (jaccard) [th: 0.05],0.0013263920804523041,1,3,0.05
User,UserKNN,jaccard,UserKNN (jaccard) [th: 0.25],0.0013263920804523041,1,3,0.25
User,UserKNN,jaccard,UserKNN (jaccard) [th: 0.5],0.0013263920804523041,1,3,0.5
User,UserKNN,jaccard,UserKNN (jaccard) [th: 0.75],0.0013263920804523041,1,3,0.75
User,UserKNN,jaccard,UserKNN (jaccard) [th: 0.95],0.0013263920804523041,1,3,0.95
User,UserKNNfairness_interactions-items,jaccard,UserKNNfairness_interactions-items (jaccard) [th: 0.05],0.0013263920804523041,1,3,0.05
User,UserKNNfairness_interactions-items,jaccard,UserKNNfairness_interactions-items (jaccard) [th: 0.25],0.0013263920804523041,1,3,0.25
User,UserKNNfairness_interactions-items,jaccard,UserKNNfairness_interactions-items (jaccard) [th: 0.5],0.0013263920804523041,1,3,0.5
User,UserKNNfairness_interactions-items,jaccard,UserKNNfairness_interactions-items (jaccard) [th: 0.75],0.0013263920804523041,1,3,0.75
User,UserKNNfairness_interactions-items,jaccard,UserKNNfairness_interactions-items (jaccard) [th: 0.95],0.0013263920804523041,1,3,0.95
User,UserKNNfairness_interactions-users,jaccard,UserKNNfairness_interactions-users (jaccard) [th: 0.05],0.0013263920804523041,1,3,0.05
User,UserKNNfairness_interactions-users,jaccard,UserKNNfairness_interactions-users (jaccard) [th: 0.25],0.0013263920804523041,1,3,0.25
User,UserKNNfairness_interactions-users,jaccard,UserKNNfairness_interactions-users (jaccard) [th: 0.5],0.0013263920804523041,1,3,0.5
User,UserKNNfairness_interactions-users,jaccard,UserKNNfairness_interactions-users (jaccard) [th: 0.75],0.0013263920804523041,1,3,0.75
User,UserKNNfairness_interactions-users,jaccard,UserKNNfairness_interactions-users (jaccard) [th: 0.95],0.0013263920804523041,1,3,0.95
User,UserKNN,cosine,UserKNN (cosine) [th: 0.05],0.0013094907072683942,1,3,0.05
User,UserKNN,cosine,UserKNN (cosine) [th: 0.25],0.0013094907072683942,1,3,0.25
User,UserKNN,cosine,UserKNN (cosine) [th: 0.5],0.0013094907072683942,1,3,0.5
User,UserKNN,cosine,UserKNN (cosine) [th: 0.75],0.0013094907072683942,1,3,0.75
User,UserKNN,cosine,UserKNN (cosine) [th: 0.95],0.0013094907072683942,1,3,0.95
User,UserKNNfairness_interactions-items,cosine,UserKNNfairness_interactions-items (cosine) [th: 0.05],0.0013094907072683942,1,3,0.05
User,UserKNNfairness_interactions-items,cosine,UserKNNfairness_interactions-items (cosine) [th: 0.25],0.0013094907072683942,1,3,0.25
User,UserKNNfairness_interactions-items,cosine,UserKNNfairness_interactions-items (cosine) [th: 0.5],0.0013094907072683942,1,3,0.5
User,UserKNNfairness_interactions-items,cosine,UserKNNfairness_interactions-items (cosine) [th: 0.75],0.0013094907072683942,1,3,0.75
User,UserKNNfairness_interactions-items,cosine,UserKNNfairness_interactions-items (cosine) [th: 0.95],0.0013094907072683942,1,3,0.95
User,UserKNNfairness_interactions-users,cosine,UserKNNfairness_interactions-users (cosine) [th: 0.05],0.0013094907072683942,1,3,0.05
User,UserKNNfairness_interactions-users,cosine,UserKNNfairness_interactions-users (cosine) [th: 0.25],0.0013094907072683942,1,3,0.25
User,UserKNNfairness_interactions-users,cosine,UserKNNfairness_interactions-users (cosine) [th: 0.5],0.0013094907072683942,1,3,0.5
User,UserKNNfairness_interactions-users,cosine,UserKNNfairness_interactions-users (cosine) [th: 0.75],0.0013094907072683942,1,3,0.75
User,UserKNNfairness_interactions-users,cosine,UserKNNfairness_interactions-users (cosine) [th: 0.95],0.0013094907072683942,1,3,0.95
